pdb_code,resolution,year,measure_type,operator,affinity_m,paffinity
4dvf,1.8,2013,IC50,=,1.28e-07,6.892790030352131
3vtd,2.7,2013,IC50,=,1.2000000000000002e-08,7.920818753952375
4j1f,2.25,2013,IC50,=,1.2000000000000002e-08,7.920818753952375
3ukr,2.48,2013,IC50,=,1.2e-05,4.920818753952375
4b81,2.8,2013,IC50,=,1.2e-05,4.920818753952375
4j4n,2.75,2013,IC50,=,1.3200000000000002e-07,6.87942606879415
3vtc,1.5,2013,IC50,=,1.3e-08,7.886056647693163
3wax,1.9,2013,IC50,=,1.3e-08,7.886056647693163
4j1k,2.18,2013,IC50,=,1.3e-08,7.886056647693163
4kbc,1.98,2013,IC50,=,1.42e-08,7.847711655616943
4gye,2.27,2013,IC50,=,1.42e-07,6.847711655616943
4l0s,1.9,2013,IC50,=,1.4500000000000001e-07,6.838631997765025
4l32,1.85,2013,IC50,=,1.46e-07,6.835647144215563
3zo4,1.65,2013,IC50,=,1.49e-07,6.826813731587726
4bjc,2.2,2013,IC50,=,1.4000000000000001e-08,7.853871964321762
4gk4,2.1,2013,IC50,=,1.4000000000000001e-08,7.853871964321762
4i0r,2.1,2013,IC50,=,1.4000000000000001e-08,7.853871964321762
4jzr,2.1,2013,IC50,=,1.5800000000000003e-08,7.801342913045577
4bde,2.55,2013,IC50,=,1.59e-05,4.798602875679548
4b0g,2.5,2013,IC50,=,1.5000000000000002e-08,7.823908740944319
4bfp,2.4,2013,IC50,=,1.5000000000000002e-08,7.823908740944319
4bgg,2.56,2013,IC50,=,1.5000000000000002e-08,7.823908740944319
4dht,1.8,2013,IC50,=,1.4999999999999999e-05,4.823908740944319
4ie5,1.95,2013,IC50,=,1.4999999999999999e-05,4.823908740944319
4l31,2.0,2013,IC50,=,1.6200000000000002e-07,6.790484985457369
4kqo,2.31,2013,IC50,=,1.66e-07,6.779891911959945
4dhs,1.74,2013,IC50,=,1.6e-05,4.795880017344075
4mk1,1.85,2013,IC50,=,1.6e-05,4.795880017344075
4hvg,2.75,2013,IC50,=,1.7e-08,7.769551078621726
4c38,1.58,2013,IC50,=,1.74e-08,7.7594507517174005
4alu,2.6,2013,IC50,=,1.7e-08,7.769551078621726
4g1f,2.9,2013,IC50,=,1.7e-08,7.769551078621726
4ke0,2.3,2013,IC50,=,1.7e-08,7.769551078621726
4m3q,2.72,2013,IC50,=,1.7e-08,7.769551078621726
3wav,1.8,2013,IC50,=,1.8000000000000002e-07,6.7447274948966935
4mx0,2.1,2013,IC50,=,1.847e-07,6.733533104559759
4dwb,2.1,2013,IC50,=,1.8400000000000002e-06,5.735182176990463
4dv9,2.08,2013,IC50,=,1.89e-07,6.723538195826756
4ipf,1.7,2013,IC50,=,1.8000000000000002e-08,7.7447274948966935
4jhq,1.99,2013,IC50,=,1.8000000000000002e-08,7.7447274948966935
4kjv,1.7,2013,IC50,=,1.8000000000000002e-08,7.7447274948966935
4hvh,2.3,2013,IC50,=,1.9e-08,7.721246399047171
4c37,1.7,2013,IC50,=,1.97e-08,7.705533773838407
4c36,1.98,2013,IC50,=,1.9800000000000002e-08,7.703334809738469
4bb4,1.65,2013,IC50,=,1.9e-07,6.721246399047171
4jrg,1.9,2013,IC50,=,1.96e-07,6.707743928643524
3w2r,2.05,2013,IC50,=,1.9e-08,7.721246399047171
4j1e,1.78,2013,IC50,=,1.9e-08,7.721246399047171
4im0,2.4,2013,IC50,=,1.9e-08,7.721246399047171
4hyh,1.7,2013,IC50,=,1e-09,9.0
4iwd,1.99,2013,IC50,=,1e-09,9.0
4ktc,2.3,2013,IC50,=,1e-09,9.0
4l8m,2.1,2013,IC50,=,1e-09,9.0
4mk8,2.09,2013,IC50,=,1e-09,9.0
4mka,2.05,2013,IC50,=,1e-09,9.0
3zo1,2.0,2013,IC50,=,1e-06,6.0
4awi,1.91,2013,IC50,=,1e-06,6.0
4jql,1.72,2013,IC50,=,1e-06,6.0
3wc5,1.7,2013,IC50,=,2e-09,8.698970004336019
4jlg,1.9,2013,IC50,=,2e-09,8.698970004336019
4lgu,2.0,2013,IC50,=,2.1e-09,8.67778070526608
4hxl,1.52,2013,IC50,=,2.2e-06,5.657577319177793
4mzl,2.01,2013,IC50,=,2.4e-06,5.619788758288394
4ke1,1.91,2013,IC50,=,2.5e-09,8.602059991327963
4btl,2.5,2013,IC50,=,2.4999999999999998e-06,5.6020599913279625
4ezl,2.94,2013,IC50,=,2.6e-09,8.585026652029182
4inr,2.7,2013,IC50,=,2.6e-06,5.585026652029182
4hy4,1.25,2013,IC50,=,2.7e-09,8.568636235841012
4bda,2.6,2013,IC50,=,2.7e-06,5.568636235841013
4ie6,2.5,2013,IC50,=,2.8e-06,5.552841968657781
4mbl,2.6,2013,IC50,=,2.9e-09,8.537602002101044
4hy0,2.84,2013,IC50,=,2.0000000000000002e-07,6.698970004336019
4nie,2.01,2013,IC50,=,2e-08,7.698970004336019
4fic,2.5,2013,IC50,=,1.9999999999999998e-05,4.698970004336019
4l2g,2.05,2013,IC50,=,2.1e-07,6.6777807052660805
4jr3,2.7,2013,IC50,=,2.1800000000000002e-07,6.661543506395395
4bjb,2.3,2013,IC50,=,2.1900000000000002e-07,6.6595558851598815
4j3m,1.9,2013,IC50,=,2.1000000000000003e-08,7.6777807052660805
4hww,1.3,2013,IC50,=,2.2300000000000002e-07,6.651695136951839
3way,1.75,2013,IC50,=,2.2000000000000002e-08,7.657577319177793
3wd1,2.3,2013,IC50,=,2.2000000000000002e-08,7.657577319177793
3zep,2.35,2013,IC50,=,2.2000000000000002e-08,7.657577319177793
4bjx,1.59,2013,IC50,=,2.2000000000000002e-08,7.657577319177793
4b84,2.6,2013,IC50,=,2.2e-05,4.657577319177793
4l0v,1.7,2013,IC50,=,2.33e-07,6.632644078973981
4eyr,1.8,2013,IC50,=,2.3700000000000002e-07,6.6252516539898965
3zmg,1.74,2013,IC50,=,2.3e-08,7.638272163982407
4ixu,1.9,2013,IC50,=,2.3e-08,7.638272163982407
4kiq,2.5,2013,IC50,=,2.3e-08,7.638272163982407
3wbl,2.0,2013,IC50,=,2.3e-05,4.638272163982407
4ixv,2.3,2013,IC50,=,2.4000000000000003e-07,6.619788758288394
4jbo,2.49,2013,IC50,=,2.4000000000000003e-08,7.619788758288394
4jp9,1.8,2013,IC50,=,2.4000000000000003e-08,7.619788758288394
4k4e,2.3,2013,IC50,=,2.4000000000000003e-08,7.619788758288394
4la7,1.98,2013,IC50,=,2.67e-07,6.573488738635425
4i0t,1.7,2013,IC50,=,2.6e-08,7.585026652029182
4i11,1.89,2013,IC50,=,2.7199999999999997e-05,4.565431095965802
4l0i,2.3,2013,IC50,=,2.72e-07,6.565431095965801
4alw,1.92,2013,IC50,=,2.7e-08,7.568636235841013
4dhr,1.4,2013,IC50,=,2.7e-05,4.568636235841013
4j0v,1.94,2013,IC50,=,2.8000000000000003e-08,7.552841968657781
4l53,2.55,2013,IC50,=,2.8000000000000003e-08,7.552841968657781
3w2t,2.36,2013,IC50,=,2.92e-08,7.534617148551582
4joa,2.7,2013,IC50,=,2.9e-08,7.5376020021010435
4jrv,2.8,2013,IC50,=,2.9e-08,7.5376020021010435
4lww,1.64,2013,IC50,=,2.9e-08,7.5376020021010435
4j53,2.5,2013,IC50,=,2e-09,8.698970004336019
4lgh,2.84,2013,IC50,=,2e-09,8.698970004336019
4lxa,1.95,2013,IC50,=,2e-09,8.698970004336019
4n4v,2.0,2013,IC50,=,2e-09,8.698970004336019
4i7b,3.0,2013,IC50,=,2e-06,5.698970004336019
4bcb,1.7,2013,IC50,=,3.0000000000000004e-09,8.522878745280337
4mwu,1.8,2013,IC50,=,3.2400000000000004e-09,8.489454989793387
4ie4,2.5,2013,IC50,=,3.2999999999999997e-06,5.481486060122113
4jmu,2.0,2013,IC50,=,3.3999999999999996e-06,5.468521082957745
4lge,1.55,2013,IC50,=,3.5000000000000003e-09,8.455931955649724
3w1f,2.7,2013,IC50,=,3.6700000000000004e-09,8.435333935747911
4ezj,2.67,2013,IC50,=,3.8e-09,8.42021640338319
4hbp,2.91,2013,IC50,=,3.8e-09,8.42021640338319
3zbf,2.2,2013,IC50,=,3.0000000000000004e-08,7.522878745280337
4gvu,1.55,2013,IC50,=,3.0000000000000004e-08,7.522878745280337
3w5t,2.29,2013,IC50,=,2.9999999999999997e-05,4.522878745280337
4ith,2.25,2013,IC50,=,3.169e-07,6.4990777608096995
4g2l,3.0,2013,IC50,=,3.2e-08,7.494850021680094
4kbi,2.06,2013,IC50,=,3.2e-08,7.494850021680094
4kb7,1.85,2013,IC50,=,3.2e-08,7.494850021680094
4dhq,1.75,2013,IC50,=,3.2e-05,4.494850021680094
4bcd,1.5,2013,IC50,=,3.3000000000000004e-08,7.481486060122112
3wab,2.15,2013,IC50,=,3.4e-08,7.468521082957745
4lh7,1.9,2013,IC50,=,3.4e-05,4.468521082957745
4joo,1.8,2013,IC50,=,3.683e-05,4.433798281145087
4bdd,2.67,2013,IC50,=,3.6899999999999996e-05,4.432973633840939
4l2k,2.1,2013,IC50,=,3.6000000000000005e-07,6.443697499232712
3w33,1.7,2013,IC50,=,3.6000000000000005e-08,7.443697499232712
4i0s,1.98,2013,IC50,=,3.6000000000000005e-08,7.443697499232712
4k8s,2.39,2013,IC50,=,3.6000000000000005e-08,7.443697499232712
4dhp,1.75,2013,IC50,=,3.6e-05,4.443697499232712
4itj,1.8,2013,IC50,=,3.772e-07,6.423428315934709
4dxj,2.35,2013,IC50,=,3.8e-08,7.42021640338319
4nrb,2.08,2013,IC50,=,3.7999999999999995e-05,4.42021640338319
3zls,2.5,2013,IC50,=,3.9399999999999995e-05,4.404503778174426
4jq7,2.73,2013,IC50,=,3.9300000000000004e-07,6.405607449624573
4bae,2.35,2013,IC50,=,3.0000000000000004e-09,8.522878745280337
4c4j,2.5,2013,IC50,=,3.0000000000000004e-09,8.522878745280337
4gv1,1.49,2013,IC50,=,3.0000000000000004e-09,8.522878745280337
4hyi,1.4,2013,IC50,=,3.0000000000000004e-09,8.522878745280337
4izy,2.3,2013,IC50,=,3.0000000000000004e-09,8.522878745280337
4j52,2.3,2013,IC50,=,3.0000000000000004e-09,8.522878745280337
4jnc,1.96,2013,IC50,=,3.0000000000000004e-09,8.522878745280337
4jnm,2.2,2013,IC50,=,3.0000000000000004e-09,8.522878745280337
4l6s,2.2,2013,IC50,=,3.0000000000000004e-09,8.522878745280337
4lgg,2.41,2013,IC50,=,3.0000000000000004e-09,8.522878745280337
4jlh,2.09,2013,IC50,=,4e-06,5.3979400086720375
4hxs,1.43,2013,IC50,=,4.1e-06,5.3872161432802645
4hxr,1.53,2013,IC50,=,4.1e-06,5.3872161432802645
4hlw,2.5,2013,IC50,=,4.2e-06,5.376750709602099
4kz0,2.87,2013,IC50,=,4.2e-06,5.376750709602099
3wiz,2.45,2013,IC50,=,4.4000000000000005e-09,8.356547323513812
4gzf,2.05,2013,IC50,=,4.4000000000000005e-09,8.356547323513812
4lts,1.69,2013,IC50,=,4.4000000000000005e-09,8.356547323513812
4mvh,2.5,2013,IC50,=,4.500000000000001e-09,8.346787486224656
4ie2,2.21,2013,IC50,=,4.5e-06,5.346787486224656
4j06,2.0,2013,IC50,=,4.599999999999999e-06,5.337242168318426
4eev,1.8,2013,IC50,=,4.700000000000001e-09,8.327902142064282
4htx,1.9,2013,IC50,=,4.700000000000001e-09,8.327902142064282
4i33,1.9,2013,IC50,=,4.700000000000001e-09,8.327902142064282
3wi6,2.99,2013,IC50,=,4.7e-06,5.327902142064283
4mcd,1.55,2013,IC50,=,4.7e-06,5.327902142064283
4mep,1.85,2013,IC50,=,4.7e-06,5.327902142064283
4kin,1.97,2013,IC50,=,4.8e-09,8.318758762624412
3v3m,1.96,2013,IC50,=,4.8e-06,5.318758762624412
4mzk,1.82,2013,IC50,=,4.9000000000000005e-06,5.309803919971486
4mbc,1.75,2013,IC50,=,4.0000000000000003e-07,6.3979400086720375
4j1i,2.05,2013,IC50,=,4e-08,7.3979400086720375
4b80,2.5,2013,IC50,=,3.9999999999999996e-05,4.3979400086720375
4bek,2.39,2013,IC50,=,4.12e-05,4.3851027839668655
4jbp,2.45,2013,IC50,=,4.1e-08,7.3872161432802645
4ln7,1.73,2013,IC50,=,4.1e-08,7.3872161432802645
4b82,2.1,2013,IC50,=,4.1e-05,4.3872161432802645
4mk7,2.8,2013,IC50,=,4.35e-07,6.361510743045363
4iti,2.86,2013,IC50,=,4.3950000000000004e-07,6.3570411205902095
4idz,2.46,2013,IC50,=,4.4e-05,4.356547323513813
4bj9,2.05,2013,IC50,=,4.5000000000000006e-08,7.346787486224656
4jib,1.72,2013,IC50,=,4.5000000000000006e-08,7.346787486224656
4fyo,1.4,2013,IC50,=,4.7000000000000004e-08,7.327902142064283
4jpe,1.8,2013,IC50,=,4.8000000000000006e-08,7.318758762624412
4e1e,2.65,2013,IC50,=,4.900000000000001e-07,6.309803919971486
4j1c,2.01,2013,IC50,=,4.9e-08,7.309803919971486
4m84,2.0,2013,IC50,=,4.9e-08,7.309803919971486
4n4t,2.31,2013,IC50,=,4.9e-08,7.309803919971486
4b7z,2.3,2013,IC50,=,4.9e-05,4.309803919971486
4bgh,1.95,2013,IC50,=,4e-09,8.397940008672037
4l52,2.54,2013,IC50,=,4e-09,8.397940008672037
4lxk,2.05,2013,IC50,=,4e-09,8.397940008672037
3zmh,2.3,2013,IC50,=,5.267e-06,5.2784366816425194
4j3d,2.0,2013,IC50,=,5.3e-09,8.275724130399212
4jaj,2.7,2013,IC50,=,5.5399999999999995e-06,5.2564902352715706
3wc7,1.9,2013,IC50,=,5.5000000000000004e-09,8.259637310505756
4j70,2.8,2013,IC50,=,5.7e-06,5.2441251443275085
4bic,2.62,2013,IC50,=,5.012e-08,7.299988937677887
4fgy,2.84,2013,IC50,=,5.000000000000001e-07,6.301029995663981
4hze,1.6,2013,IC50,=,5.09e-07,6.293282217663241
4kai,2.3,2013,IC50,=,5.0000000000000004e-08,7.301029995663981
4mot,1.75,2013,IC50,=,5.0000000000000004e-08,7.301029995663981
4j0p,1.97,2013,IC50,=,5.1e-08,7.292429823902063
4bhz,2.85,2013,IC50,=,5.35e-05,4.2716462179787715
4j17,1.81,2013,IC50,=,5.4e-08,7.267606240177032
4l0l,2.1,2013,IC50,=,5.4e-08,7.267606240177032
4m6p,1.75,2013,IC50,=,5.4e-08,7.267606240177032
4au8,1.9,2013,IC50,=,5.51e-07,6.258848401148215
4gk3,1.9,2013,IC50,=,5.6000000000000005e-08,7.251811972993799
4dwg,2.01,2013,IC50,=,5.8e-08,7.236572006437063
4bi0,2.84,2013,IC50,=,5.86e-05,4.23210238398191
3waw,1.95,2013,IC50,=,5.800000000000001e-07,6.236572006437063
3w69,1.9,2013,IC50,=,5.8e-08,7.236572006437063
4i32,2.3,2013,IC50,=,5.8e-08,7.236572006437063
4l2f,2.05,2013,IC50,=,5.95e-07,6.22548303427145
2yoj,1.76,2013,IC50,=,5e-09,8.301029995663981
4i6f,2.9,2013,IC50,=,5e-09,8.301029995663981
4i6h,1.91,2013,IC50,=,5e-09,8.301029995663981
4jzd,2.2,2013,IC50,=,5e-09,8.301029995663981
4dhu,1.67,2013,IC50,=,4.9999999999999996e-06,5.301029995663981
4jvi,2.9,2013,IC50,=,4.9999999999999996e-06,5.301029995663981
4kba,1.98,2013,IC50,=,6.000000000000001e-09,8.221848749616356
4ixh,2.1,2013,IC50,=,6.1e-09,8.214670164989233
4m6q,2.41,2013,IC50,=,6.1e-09,8.214670164989233
4hyu,2.15,2013,IC50,=,6.200000000000001e-09,8.207608310501746
4mds,1.6,2013,IC50,=,6.2e-06,5.2076083105017466
4bhn,2.3,2013,IC50,=,6.31e-09,8.199970640755867
4bw2,1.92,2013,IC50,=,6.31e-06,5.199970640755866
4ezk,2.8,2013,IC50,=,6.3e-09,8.200659450546418
4b70,1.6,2013,IC50,=,6.3e-06,5.200659450546418
4fxf,2.55,2013,IC50,=,6.5e-06,5.187086643357144
4kbk,2.1,2013,IC50,=,6.6e-09,8.18045606445813
3zim,2.85,2013,IC50,=,6.8000000000000005e-09,8.167491087293763
3w2s,1.9,2013,IC50,=,6.9000000000000006e-09,8.161150909262744
4anq,1.76,2013,IC50,=,6.05e-07,6.218244625347531
4hxq,1.45,2013,IC50,=,6.000000000000001e-08,7.221848749616356
4is6,2.5,2013,IC50,=,6.27e-07,6.202732459169283
4ark,2.6,2013,IC50,=,6.300000000000001e-08,7.200659450546418
4msk,2.3,2013,IC50,=,6.300000000000001e-08,7.200659450546418
3wff,2.05,2013,IC50,=,6.6e-07,6.180456064458132
3w2q,2.2,2013,IC50,=,6.600000000000001e-08,7.180456064458132
4l0t,2.1,2013,IC50,=,6.600000000000001e-08,7.180456064458132
4l0b,1.8,2013,IC50,=,6.7e-08,7.173925197299173
4i06,1.8,2013,IC50,=,6.7e-08,7.173925197299173
4klb,2.62,2013,IC50,=,6.85e-05,4.164309428507575
4hvi,2.4,2013,IC50,=,6.890000000000001e-08,7.161780778092374
4bi1,2.7,2013,IC50,=,6.909999999999999e-05,4.1605219526258015
4bs4,1.89,2013,IC50,=,6.000000000000001e-09,8.221848749616356
4bs5,1.25,2013,IC50,=,6.000000000000001e-09,8.221848749616356
4c4h,2.8,2013,IC50,=,6.000000000000001e-09,8.221848749616356
4kju,1.6,2013,IC50,=,6.000000000000001e-09,8.221848749616356
4iks,1.7,2013,IC50,=,7.23e-06,5.140861702705469
4aua,2.31,2013,IC50,=,7.2e-06,5.142667503568732
4li8,2.52,2013,IC50,=,7.500000000000001e-09,8.1249387366083
4bio,2.45,2013,IC50,=,7.599999999999999e-06,5.119186407719209
4gj6,2.58,2013,IC50,=,7.599999999999999e-06,5.119186407719209
3vry,2.48,2013,IC50,=,7.700000000000001e-09,8.113509274827518
4bid,2.8,2013,IC50,=,7.94e-09,8.100179497572904
4b77,1.8,2013,IC50,=,7.9e-06,5.102372908709558
4kzl,2.0,2013,IC50,=,7.000000000000001e-07,6.154901959985743
3uli,2.0,2013,IC50,=,7e-08,7.154901959985743
4l10,1.7,2013,IC50,=,7.1e-08,7.1487416512809245
4fgx,1.59,2013,IC50,=,7.3e-08,7.136677139879544
4jsc,2.5,2013,IC50,=,7.4e-08,7.130768280269024
4mwx,1.8,2013,IC50,=,7.570000000000001e-08,7.120904120499927
3w32,1.8,2013,IC50,=,7.500000000000001e-08,7.1249387366083
4mgv,1.72,2013,IC50,=,7.500000000000001e-08,7.1249387366083
4bdg,2.84,2013,IC50,=,7.62e-05,4.1180450286604
4bdh,2.7,2013,IC50,=,7.68e-05,4.114638779968488
4k9h,2.29,2013,IC50,=,7.6e-08,7.119186407719209
4j0z,2.13,2013,IC50,=,7.7e-08,7.113509274827518
4lh6,1.65,2013,IC50,=,7.7e-05,4.113509274827518
4c66,1.87,2013,IC50,=,7.94e-05,4.100179497572904
4do3,2.25,2013,IC50,=,7.9e-05,4.102372908709558
3rtp,2.4,2013,IC50,=,7.000000000000001e-09,8.154901959985743
4alv,2.59,2013,IC50,=,7.000000000000001e-09,8.154901959985743
4l33,2.1,2013,IC50,=,7.000000000000001e-09,8.154901959985743
4jze,1.52,2013,IC50,=,7.000000000000001e-09,8.154901959985743
4kip,2.27,2013,IC50,=,7.000000000000001e-09,8.154901959985743
4mbi,2.3,2013,IC50,=,7.000000000000001e-09,8.154901959985743
4b83,2.4,2013,IC50,=,7e-06,5.154901959985743
4hzz,1.6,2013,IC50,=,8.310000000000001e-09,8.08039897621589
3wd9,2.5,2013,IC50,=,8.300000000000002e-09,8.080921907623926
4ie0,2.53,2013,IC50,=,8.3e-06,5.080921907623926
4i5m,1.8,2013,IC50,=,8.800000000000001e-09,8.05551732784983
4jkt,2.77,2013,IC50,=,8.04e-08,7.094743951251549
3zo2,1.98,2013,IC50,=,8e-08,7.096910013008056
4bdf,2.7,2013,IC50,=,8.109999999999999e-05,4.090979145788844
3w2p,2.05,2013,IC50,=,8.1e-06,5.0915149811213505
3w2o,2.35,2013,IC50,=,8.400000000000001e-06,5.075720713938118
4bdb,2.5,2013,IC50,=,8.56e-05,4.0675262353228465
4l09,2.05,2013,IC50,=,8.5e-07,6.070581074285707
4b85,2.1,2013,IC50,=,8.8e-05,4.055517327849832
4mwy,1.8,2013,IC50,=,8.96e-08,7.047691990337875
4e90,2.5,2013,IC50,=,8e-09,8.096910013008056
4eqc,2.01,2013,IC50,=,8e-09,8.096910013008056
4jq8,2.83,2013,IC50,=,8e-09,8.096910013008056
4ie7,2.6,2013,IC50,=,9e-06,5.045757490560675
3vzv,2.8,2013,IC50,=,9.2e-09,8.036212172654444
4muw,2.64,2013,IC50,=,9.7e-09,8.013228265733755
4hg7,1.6,2013,IC50,=,9.000000000000001e-08,7.045757490560675
3wi2,2.26,2013,IC50,=,9.2e-08,7.036212172654444
4jpc,1.8,2013,IC50,=,9.400000000000001e-08,7.026872146400302
4bfd,2.3,2013,IC50,=,9.600000000000001e-08,7.017728766960431
4ie3,2.35,2013,IC50,=,9.800000000000001e-07,6.008773924307505
4l7g,1.38,2013,IC50,=,9.929999999999999e-05,4.0030507515046185
4bcc,1.65,2013,IC50,=,9.000000000000001e-09,8.045757490560675
4byi,2.6,2013,IC50,=,9.000000000000001e-09,8.045757490560675
4mk9,2.05,2013,IC50,=,9.000000000000001e-09,8.045757490560675
3vzd,2.3,2013,IC50,=,5e-07,6.301029995663981
4ga3,2.39,2013,IC50,=,3.0000000000000004e-08,7.522878745280337
4bxn,2.79,2013,Kd,=,1e-08,8.0
4mdt,2.59,2013,Kd,=,9.999999999999999e-06,5.0
4lop,2.05,2013,Kd,=,7e-09,8.154901959985743
4loq,2.32,2013,Kd,=,7e-09,8.154901959985743
4f7l,2.9,2013,Kd,=,1e-08,8.0
2yns,2.1,2013,Kd,=,2.5e-08,7.6020599913279625
4kln,2.62,2013,Kd,=,2e-08,7.698970004336019
4fil,2.4,2013,Kd,=,3.4e-08,7.468521082957745
4f6w,2.39,2013,Kd,=,3e-08,7.522878745280337
3zi0,1.9,2013,Kd,=,4e-08,7.3979400086720375
4ly1,1.57,2013,Kd,=,5.52e-08,7.2580609222708015
4ggz,1.75,2013,Kd,=,6.6e-11,10.18045606445813
4i9h,2.17,2013,Kd,=,6.8e-08,7.167491087293763
4bg6,2.3,2013,Kd,=,6.900000000000001e-08,7.161150909262744
4fr3,1.9,2013,Kd,=,7e-08,7.154901959985743
4ko8,1.98,2013,Kd,=,7e-08,7.154901959985743
4hy9,1.55,2013,Kd,=,8e-08,7.096910013008056
4f7n,2.65,2013,Kd,=,8e-08,7.096910013008056
3zhz,2.25,2013,Kd,=,9e-08,7.045757490560675
4kom,2.6,2013,Kd,=,1e-07,7.0
4k9y,2.0,2013,Kd,=,1.11e-07,6.954677021213342
4i54,2.5,2013,Kd,=,1.0999999999999999e-07,6.958607314841775
4jyb,2.1,2013,Kd,=,1.0999999999999999e-07,6.958607314841775
4loh,2.25,2013,Kd,=,1.0999999999999999e-07,6.958607314841775
4hpy,1.5,2013,Kd,=,1.2e-10,9.920818753952375
3wdz,2.6,2013,Kd,=,1.2e-07,6.920818753952375
4g4p,1.5,2013,Kd,=,1.3e-07,6.886056647693163
4bcq,2.4,2013,Kd,=,1.4699999999999998e-07,6.8326826652518236
4b8p,2.3,2013,Kd,=,1.4e-07,6.853871964321762
3zke,2.2,2013,Kd,=,1.6e-07,6.795880017344075
4lkg,2.99,2013,Kd,=,1.6e-07,6.795880017344075
4loi,1.89,2013,Kd,=,1.7000000000000001e-07,6.769551078621726
4lxz,1.85,2013,Kd,=,1.82e-07,6.739928612014925
4lg6,1.8,2013,Kd,=,1.8e-07,6.7447274948966935
4lrh,2.8,2013,Kd,=,1.9000000000000002e-10,9.721246399047171
4lwc,1.61,2013,Kd,=,1.8999999999999998e-07,6.721246399047171
4lhv,1.95,2013,Kd,=,1.0000000000000002e-10,10.0
4jyc,2.2,2013,Kd,=,2e-07,6.698970004336019
4lkj,2.8,2013,Kd,=,2e-07,6.698970004336019
3zhx,2.0,2013,Kd,=,2.0999999999999997e-07,6.6777807052660805
4iaw,2.4,2013,Kd,=,2.34e-10,9.630784142589857
4btk,2.0,2013,Kd,=,2.4e-07,6.619788758288394
4gqp,2.0,2013,Kd,=,2.5e-10,9.602059991327963
4iax,1.9,2013,Kd,=,2.7300000000000004e-10,9.563837352959244
4iue,2.38,2013,Kd,=,2.8e-07,6.552841968657781
4io2,1.37,2013,Kd,=,2e-07,6.698970004336019
4nj3,1.85,2013,Kd,=,3e-07,6.522878745280337
4gv8,2.1,2013,Kd,=,3.2e-07,6.494850021680094
4kon,2.6,2013,Kd,=,3.3e-07,6.481486060122113
3zh8,2.74,2013,Kd,=,3.41e-07,6.467245621007502
4b7p,1.7,2013,Kd,=,3.46e-10,9.460923901207224
4hyb,1.7,2013,Kd,=,3.5e-07,6.455931955649724
4n07,1.87,2013,Kd,=,3.5e-07,6.455931955649724
4jfk,1.15,2013,Kd,=,3.6e-07,6.443697499232713
3zll,2.0,2013,Kd,=,3.95e-07,6.403402904373539
4ezo,1.9,2013,Kd,=,3e-07,6.522878745280337
4loj,1.77,2013,Kd,=,3e-07,6.522878745280337
3v2p,1.87,2013,Kd,=,4.3999999999999997e-07,6.356547323513813
4i67,2.33,2013,Kd,=,4.5e-07,6.346787486224656
3zk6,2.48,2013,Kd,=,4.6e-07,6.337242168318426
3w9k,1.8,2013,Kd,=,4.8e-07,6.318758762624412
3v2q,2.2,2013,Kd,=,5.1e-07,6.292429823902063
4n6h,1.8,2013,Kd,=,5.200000000000001e-10,9.2839966563652
4f0c,1.9,2013,Kd,=,5.4e-07,6.267606240177032
3zlr,2.03,2013,Kd,=,5.500000000000001e-10,9.259637310505756
3ux0,1.75,2013,Kd,=,5.5e-07,6.259637310505756
4hwb,2.61,2013,Kd,=,5.7e-10,9.244125144327509
4kii,1.85,2013,Kd,=,5.9e-07,6.229147988357856
4e1k,2.0,2013,Kd,=,5e-07,6.301029995663981
4bqg,1.9,2013,Kd,=,6e-07,6.221848749616356
4mjo,2.4,2013,Kd,=,6e-07,6.221848749616356
4k6i,2.1,2013,Kd,=,6.289999999999999e-07,6.201349354554731
3zcw,1.69,2013,Kd,=,6.5e-07,6.187086643357144
4nmx,1.85,2013,Kd,=,6.6e-07,6.180456064458132
4fht,2.15,2013,Kd,=,6.7e-07,6.173925197299173
4jff,2.43,2013,Kd,=,6e-10,9.221848749616356
4f6u,2.1,2013,Kd,=,7e-07,6.154901959985743
4k4j,2.0,2013,Kd,=,7.52e-07,6.123782159408358
4m7c,2.05,2013,Kd,=,7.5e-07,6.1249387366083
4hp0,1.19,2013,Kd,=,7.599999999999999e-07,6.119186407719209
4irx,1.45,2013,Kd,=,7.599999999999999e-07,6.119186407719209
4kao,2.39,2013,Kd,=,7.699999999999999e-07,6.113509274827519
4hmk,3.0,2013,Kd,=,7.9e-07,6.102372908709558
4mz5,2.1,2013,Kd,=,7.9e-07,6.102372908709558
4fmn,2.69,2013,Kd,=,8e-07,6.096910013008056
4jnj,1.9,2013,Kd,=,8.500000000000001e-10,9.070581074285707
4io3,1.66,2013,Kd,=,8.699999999999999e-07,6.060480747381382
4l50,2.1,2013,Kd,=,8.799999999999999e-07,6.055517327849832
3v2n,1.8,2013,Kd,=,8e-07,6.096910013008056
4c4n,2.36,2013,Kd,=,8e-07,6.096910013008056
4hbn,2.6,2013,Kd,=,8e-07,6.096910013008056
4km0,1.3,2013,Kd,=,9.1e-07,6.040958607678906
3zkf,2.6,2013,Kd,=,9.6e-07,6.017728766960432
4kqp,0.95,2013,Kd,=,9e-07,6.045757490560675
4az5,1.73,2013,Kd,=,1.02e-06,5.991399828238082
4ch2,1.6,2013,Kd,=,1.0299999999999999e-06,5.987162775294828
