pdb_code,resolution,year,measure_type,operator,affinity_m,paffinity,split
4mp7,1.8,2014,Kd,=,1.827e-06,5.738261452647462,train
4pp5,2.0,2014,Kd,=,1.8000000000000002e-08,7.744727494896693,train
4cu1,1.89,2014,Kd,=,1.94e-05,4.712198270069774,train
4mg9,2.0,2014,Kd,=,2.11e-06,5.675717544702308,train
4ncn,1.87,2014,Kd,=,2.12e-06,5.673664139071248,train
4u7t,2.9,2014,Kd,=,2.14e-06,5.669586226650809,train
4n7g,2.25,2014,Kd,=,2.2e-06,5.657577319177793,train
4prn,1.65,2014,Kd,=,2.2e-06,5.657577319177793,train
4pr5,1.8,2014,Kd,=,2.2e-06,5.657577319177793,train
4pra,1.85,2014,Kd,=,2.2e-06,5.657577319177793,train
4prp,2.5,2014,Kd,=,2.2e-06,5.657577319177793,train
3wig,2.7,2014,Kd,=,2.3e-09,8.638272163982407,train
3zev,3.0,2014,Kd,=,2.3e-09,8.638272163982407,train
4mg6,2.1,2014,Kd,=,2.42e-06,5.616184634019569,train
4nrl,2.72,2014,Kd,=,2.4e-09,8.619788758288394,train
4my6,1.7,2014,Kd,=,2.4e-06,5.619788758288394,train
4qf7,1.48,2014,Kd,=,2.5e-09,8.602059991327963,train
4kxm,2.24,2014,Kd,=,2.6e-06,5.585026652029182,train
4o3f,2.11,2014,Kd,=,2.78e-06,5.555955204081924,train
4uwl,2.8,2014,Kd,=,2.7e-09,8.568636235841012,train
4ll3,1.95,2014,Kd,=,2.7000000000000002e-12,11.568636235841012,train
4qij,2.2,2014,Kd,=,2.9e-06,5.537602002101044,train
4r4c,1.4,2014,Kd,=,2.9e-06,5.537602002101044,train
4tpw,1.5,2014,Kd,=,2.05e-05,4.688246138944246,train
4lzr,1.85,2014,Kd,=,2e-05,4.698970004336019,train
4v27,1.9,2014,Kd,=,2.1700000000000002e-07,6.663540266151471,train
4w9c,2.2,2014,Kd,=,2.22e-05,4.653647025549361,train
4rpo,1.95,2014,Kd,=,2.28e-08,7.642065152999546,train
4oeu,2.2,2014,Kd,=,2.2000000000000002e-08,7.657577319177793,train
4qev,1.8,2014,Kd,=,2.2000000000000002e-08,7.657577319177793,train
4mpn,1.75,2014,Kd,=,2.39e-07,6.621602099051862,train
4ocq,1.88,2014,Kd,=,2.47e-05,4.607303046740334,train
4oz1,1.74,2014,Kd,=,2.4000000000000003e-06,5.619788758288394,train
4ci1,2.98,2014,Kd,=,2.492e-07,6.603451962012868,train
4qk4,2.81,2014,Kd,=,2.5000000000000004e-07,6.6020599913279625,train
4uyg,2.5,2014,Kd,=,2.5e-08,7.602059991327962,train
4qbm,1.65,2014,Kd,=,2.608e-05,4.583692412940118,train
4cu7,2.2,2014,Kd,=,2.6e-08,7.585026652029182,train
4lbu,1.17,2014,Kd,=,2.760000000000001e-07,6.559090917934782,train
4pmm,2.0,2014,Kd,=,2.7e-08,7.568636235841013,train
4k42,2.9,2014,Kd,=,2.85e-07,6.54515513999149,train
4og3,2.01,2014,Kd,=,2.85e-07,6.54515513999149,train
4leq,1.41,2014,Kd,=,2.8800000000000004e-07,6.540607512240769,train
4qer,1.2,2014,Kd,=,2.9e-08,7.5376020021010435,train
4m5h,1.11,2014,Kd,=,2.9e-05,4.537602002101044,train
4pio,1.51,2014,Kd,=,2e-06,5.698970004336019,train
4qqi,2.03,2014,Kd,=,3e-06,5.522878745280337,train
4qxo,1.88,2014,Kd,=,3.12e-06,5.505845405981558,train
4nni,2.64,2014,Kd,=,3.13e-06,5.504455662453552,train
4w9f,2.1,2014,Kd,=,3.27e-06,5.485452247339714,train
4tq3,2.41,2014,Kd,=,3.2e-06,5.494850021680094,train
4n7h,1.7,2014,Kd,=,3.3e-06,5.481486060122113,train
4n6g,2.14,2014,Kd,=,3.4e-06,5.468521082957745,train
4mgb,1.85,2014,Kd,=,3.67e-06,5.435333935747911,train
4tmp,2.3,2014,Kd,=,3.7e-06,5.431798275933005,train
4tun,1.93,2014,Kd,=,3.87e-06,5.412289034981089,train
4w4z,2.41,2014,Kd,=,3.0000000000000004e-08,7.522878745280337,train
4trc,2.4,2014,Kd,=,3e-05,4.522878745280337,train
4w9w,1.72,2014,Kd,=,3.3100000000000005e-08,7.480172006224281,train
4oks,2.25,2014,Kd,=,3.3e-05,4.481486060122113,train
4q4o,1.35,2014,Kd,=,3.43e-08,7.464705879957229,train
4mq6,1.7,2014,Kd,=,3.400000000000001e-07,6.468521082957745,train
4puj,1.42,2014,Kd,=,3.5e-08,7.455931955649724,train
4g2r,2.28,2014,Kd,=,3.58e-05,4.446116973356125,train
4mp2,1.75,2014,Kd,=,3.57e-06,5.447331783887806,train
4or0,2.58,2014,Kd,=,3.5e-08,7.455931955649724,train
4ibf,2.29,2014,Kd,=,3.679999999999999e-05,4.434152181326483,train
4q4r,1.45,2014,Kd,=,3.692e-07,6.432738307646126,train
4pd6,2.08,2014,Kd,=,3.6e-05,4.443697499232712,train
4ogi,1.73,2014,Kd,=,3.7e-08,7.431798275933005,train
4qgd,1.8,2014,Kd,=,3.7e-08,7.431798275933005,train
4usi,1.45,2014,Kd,=,3.89e-05,4.410050398674293,train
4wt2,1.42,2014,Kd,=,3.8e-11,10.42021640338319,train
4cc5,1.88,2014,Kd,=,3.8e-05,4.42021640338319,train
4p5z,2.0,2014,Kd,=,3.93e-08,7.405607449624573,train
4pp0,1.57,2014,Kd,=,3.99e-05,4.399027104313252,train
4je7,2.1,2014,Kd,=,3.9500000000000003e-07,6.403402904373539,train
4qpl,1.9,2014,Kd,=,3.900000000000001e-08,7.4089353929735005,train
4o6w,1.45,2014,Kd,=,3e-09,8.522878745280337,train
4us4,2.6,2014,Kd,=,4.8e-06,5.318758762624412,train
4mdr,1.85,2014,Kd,=,4.06e-05,4.391473966422806,train
4ce1,2.01,2014,Kd,=,4.179999999999999e-05,4.3788237182249645,train
4mpe,1.95,2014,Kd,=,4.2600000000000003e-07,6.370590400897281,train
4r91,1.58,2014,Kd,=,4.3e-07,6.366531544420414,train
4o36,1.22,2014,Kd,=,4.3600000000000004e-07,6.360513510731414,train
4o3t,2.99,2014,Kd,=,4.3e-05,4.366531544420414,train
4mzf,2.1,2014,Kd,=,4.5000000000000006e-08,7.346787486224656,train
4ibj,1.54,2014,Kd,=,4.7e-05,4.327902142064283,train
4d1j,1.8,2014,Kd,=,4.85e-07,6.314258261397736,train
4c9x,1.2,2014,Kd,=,4.8000000000000006e-08,7.318758762624412,train
4u43,2.18,2014,Kd,=,4.8e-05,4.318758762624412,train
4ny3,1.8,2014,Kd,=,4.95e-05,4.305394801066432,train
4u0c,1.77,2014,Kd,=,4.9e-05,4.309803919971486,train
4u0d,3.0,2014,Kd,=,4.9e-05,4.309803919971486,train
4m3p,1.9,2014,Kd,=,4e-06,5.3979400086720375,train
4pin,1.9,2014,Kd,=,4e-06,5.3979400086720375,train
4pov,2.2,2014,Kd,=,5.21e-09,8.283162276700475,train
4r6w,1.59,2014,Kd,=,5.4e-06,5.267606240177032,train
4r6x,2.55,2014,Kd,=,5.4e-06,5.267606240177032,train
4w9g,2.7,2014,Kd,=,5.53e-06,5.257274868695302,train
4non,2.5,2014,Kd,=,5.71e-06,5.243363891754152,train
4uua,2.8,2014,Kd,=,5.78e-06,5.238072161579471,train
4m5k,1.3,2014,Kd,=,5.9e-06,5.229147988357856,train
4ibk,1.85,2014,Kd,=,5.04e-05,4.297569463554475,train
4o61,1.9,2014,Kd,=,5e-05,4.301029995663981,train
4u0b,2.8,2014,Kd,=,5e-05,4.301029995663981,train
4u0a,2.05,2014,Kd,=,5e-05,4.301029995663981,train
4lpg,2.35,2014,Kd,=,5.56e-05,4.254925208417943,train
4ua8,1.54,2014,Kd,=,5.5e-07,6.259637310505756,train
4wiv,1.56,2014,Kd,=,5.5e-07,6.259637310505756,train
4nnr,1.98,2014,Kd,=,5.5e-08,7.259637310505756,train
3wqm,2.1,2014,Kd,=,5.6e-07,6.251811972993799,train
4w5j,1.65,2014,Kd,=,5.7e-08,7.244125144327507,train
4u0x,2.03,2014,Kd,=,5.900000000000001e-07,6.229147988357855,train
4m0z,2.0,2014,Kd,=,6.4e-06,5.1938200260161125,train
4ono,2.71,2014,Kd,=,6.5e-06,5.187086643357144,train
4nja,2.2,2014,Kd,=,6.000000000000001e-07,6.221848749616356,train
4je8,2.4,2014,Kd,=,6.1e-06,5.214670164989233,train
4mul,1.75,2014,Kd,=,6.100000000000001e-07,6.214670164989233,train
4pda,2.61,2014,Kd,=,6.1e-05,4.214670164989233,train
4umn,1.99,2014,Kd,=,6.313000000000001e-08,7.199764210672647,train
4w9e,2.6,2014,Kd,=,7.09e-06,5.149353764816934,train
4buq,2.2,2014,Kd,=,7.3e-09,8.136677139879543,train
4pop,2.2,2014,Kd,=,7.440000000000001e-09,8.12842706445412,train
4pms,2.8,2014,Kd,=,7.900000000000001e-09,8.102372908709558,train
4wht,2.22,2014,Kd,=,7.900000000000001e-09,8.102372908709558,train
4why,2.62,2014,Kd,=,7.900000000000001e-09,8.102372908709558,train
4ibe,1.95,2014,Kd,=,7.06e-05,4.151195298948196,train
4mpc,1.7,2014,Kd,=,7.110000000000001e-07,6.148130399270234,train
4d1y,2.6,2014,Kd,=,7.4e-08,7.130768280269024,train
4whs,1.35,2014,Kd,=,7.5e-05,4.1249387366083,train
4k6t,2.0,2014,Kd,=,7.859999999999999e-05,4.104577453960593,train
4c9w,1.65,2014,Kd,=,7.81e-07,6.1073489661227,train
4wf2,2.31,2014,Kd,=,8.03e-09,8.09528445472132,train
4utv,2.4,2014,Kd,=,8.2e-06,5.086186147616283,train
4ock,1.72,2014,Kd,=,8.3e-06,5.080921907623926,train
4ocv,1.47,2014,Kd,=,8.3e-06,5.080921907623926,train
4od7,1.6,2014,Kd,=,8.3e-06,5.080921907623926,train
4um9,2.5,2014,Kd,=,8.5e-09,8.070581074285707,train
4qkd,1.35,2014,Kd,=,8.09e-05,4.092051478387727,train
4qjr,2.4,2014,Kd,=,8e-08,7.096910013008056,train
4mji,2.99,2014,Kd,=,8.18e-05,4.087246696328677,train
4qew,1.7,2014,Kd,=,8.6e-08,7.0655015487564325,train
4qzs,1.45,2014,Kd,=,8.9e-08,7.050609993355087,train
4wke,1.62,2014,Kd,=,8e-09,8.096910013008056,train
4rn6,3.0,2014,Kd,=,8e-06,5.096910013008056,train
4qsk,2.7,2014,Kd,=,8e-06,5.096910013008056,train
4qsh,2.51,2014,Kd,=,8e-06,5.096910013008056,train
4tk3,2.7,2014,Kd,=,8e-06,5.096910013008056,train
4oeg,1.6,2014,Kd,=,9.01e-06,5.045275209020937,train
4lph,2.3,2014,Kd,=,9.199999999999998e-06,5.036212172654444,train
4uye,1.65,2014,Kd,=,9.54e-09,8.020451625295905,train
4m5g,1.31,2014,Kd,=,9.7e-06,5.013228265733755,train
4u4x,1.56,2014,Kd,=,9.8e-06,5.008773924307505,train
4o62,1.78,2014,Kd,=,9.9e-06,5.00436480540245,train
4nmp,1.3,2014,Kd,=,9.19e-05,4.036684488613889,train
4ql1,1.5,2014,Kd,=,9.300000000000001e-08,7.031517051446065,train
4og4,1.45,2014,Kd,=,9.52e-07,6.021363051615525,train
4wym,2.6,2014,Kd,=,9.98e-05,4.000869458712629,train
4tsz,2.0,2014,Kd,=,9.9e-08,7.00436480540245,train
4oct,2.28,2014,Kd,=,9e-06,5.045757490560675,train
4pnw,2.0,2014,Kd,=,9e-06,5.045757490560675,train
4rqv,1.5,2014,Kd,=,9e-06,5.045757490560675,train
4oaz,2.25,2014,Kd,=,1.6999999999999998e-06,5.769551078621726,train
4nro,2.3,2014,Kd,=,9.6e-06,5.017728766960432,train
4man,2.07,2014,Ki,=,1e-11,11.0,train
4cmt,1.73,2014,Ki,=,2.0000000000000003e-10,9.69897000433602,train
4l2l,1.65,2014,Ki,=,2e-06,5.698970004336019,train
4cwr,2.0,2014,Ki,=,5e-09,8.301029995663981,train
4cws,2.3,2014,Ki,=,1.2e-08,7.920818753952375,train
4lv2,1.65,2014,Ki,=,1e-08,8.0,train
4qbb,1.6,2014,Ki,=,3e-08,7.522878745280337,train
4ngm,1.84,2014,Ki,=,4.490000000000001e-11,10.347753658996677,train
4jyt,2.0,2014,Ki,=,4e-08,7.397940008672037,train
4len,1.5,2014,Ki,=,4e-08,7.397940008672037,train
4lv1,1.74,2014,Ki,=,4e-08,7.397940008672037,train
4m8x,2.05,2014,Ki,=,6.3e-11,10.200659450546418,train
4tyo,1.75,2014,Ki,=,8e-08,7.096910013008056,train
4m8y,2.22,2014,Ki,=,1.1e-10,9.958607314841776,train
4mhz,1.95,2014,Ki,=,1.34e-07,6.872895201635193,train
4nue,1.3,2014,Ki,=,1.5e-07,6.823908740944319,train
4cwp,1.95,2014,Ki,=,1.7000000000000001e-07,6.769551078621726,train
4cwt,1.9,2014,Ki,=,1.7899999999999997e-07,6.747146969020107,train
4ppb,2.82,2014,Ki,=,1.0000000000000002e-10,10.0,train
4na7,2.8,2014,Ki,=,2.0000000000000003e-10,9.69897000433602,train
3zj6,2.4,2014,Ki,=,2.2e-07,6.657577319177793,train
4jit,2.8,2014,Ki,=,2.3e-07,6.638272163982407,train
4mc6,1.31,2014,Ki,=,2.6000000000000003e-10,9.585026652029182,train
4cd0,2.23,2014,Ki,=,2.0000000000000003e-10,9.69897000433602,train
3wmc,2.1,2014,Ki,=,3.1e-07,6.508638306165727,train
4mhy,1.38,2014,Ki,=,3.42e-07,6.465973893943865,train
4j3u,1.7,2014,Ki,=,4.6e-07,6.337242168318426,train
4qge,2.0,2014,Ki,=,5e-10,9.30102999566398,train
4ob1,1.63,2014,Ki,=,5e-07,6.301029995663981,train
4r8y,1.9,2014,Ki,=,6.4e-07,6.1938200260161125,train
4ocz,2.94,2014,Ki,=,6.6e-10,9.18045606445813,train
4mse,2.81,2014,Ki,=,6.9e-07,6.161150909262744,train
4o04,1.82,2014,Ki,=,6.9e-07,6.161150909262744,train
4clj,1.66,2014,Ki,=,7e-10,9.154901959985745,train
4n1z,2.35,2014,Ki,=,7.2e-10,9.142667503568733,train
4p6w,1.95,2014,Ki,=,7e-10,9.154901959985745,train
4pqn,1.71,2014,Ki,=,7e-10,9.154901959985745,train
4r5v,2.1,2014,Ki,=,7e-07,6.154901959985743,train
4ppa,2.67,2014,Ki,=,8e-10,9.096910013008056,train
4l19,1.66,2014,Ki,=,8e-07,6.096910013008056,train
4od0,2.92,2014,Ki,=,9.1e-10,9.040958607678906,train
4nuc,1.4,2014,Ki,=,9.1e-07,6.040958607678906,train
4ppc,2.95,2014,Ki,=,9.299999999999999e-10,9.031517051446064,train
4msc,2.47,2014,Ki,=,1.1e-06,5.958607314841775,train
4lkt,2.57,2014,Ki,=,1.26e-06,5.8996294548824375,train
4na8,2.3,2014,Ki,=,1.5e-09,8.823908740944319,train
4mnw,1.49,2014,Ki,=,1.7199999999999998e-06,5.764471553092451,train
4nwc,2.01,2014,Ki,=,1.74e-06,5.7594507517174005,train
4mny,1.7,2014,Ki,=,1.96e-06,5.707743928643524,train
4mqp,1.83,2014,Ki,=,1.04e-05,4.982966660701219,train
4oc4,1.66,2014,Ki,=,1.05e-07,6.978810700930062,train
4o9v,1.9,2014,Ki,=,1e-08,8.0,train
4cft,1.79,2014,Ki,=,1.116e-05,4.95233580539844,train
4mnv,1.8,2014,Ki,=,1.156e-05,4.93704216591549,train
4r59,1.65,2014,Ki,=,1.1000000000000001e-08,7.958607314841775,train
4cd1,2.0,2014,Ki,=,1.28e-05,4.892790030352131,train
4quo,1.65,2014,Ki,=,1.2000000000000002e-08,7.920818753952375,train
4os4,2.0,2014,Ki,=,1.36e-05,4.866461091629782,train
4n4s,2.2,2014,Ki,=,1.33e-07,6.876148359032914,train
4o44,2.89,2014,Ki,=,1.4e-08,7.853871964321762,train
4r95,1.99,2014,Ki,=,1.4e-08,7.853871964321762,train
4rak,2.04,2014,Ki,=,1.4e-08,7.853871964321762,train
4ciw,2.2,2014,Ki,=,1.5e-05,4.823908740944319,train
4ih3,2.49,2014,Ki,=,1.5199999999999998e-05,4.818156412055227,train
4kwf,2.31,2014,Ki,=,1.5e-05,4.823908740944319,train
4omc,2.3,2014,Ki,=,1.6699999999999998e-11,10.777283528852417,train
4r93,1.71,2014,Ki,=,1.6e-08,7.795880017344075,train
4rj4,2.78,2014,Ki,=,1.6e-08,7.795880017344075,train
4w9p,1.5,2014,Ki,=,1.6e-08,7.795880017344075,train
4llp,1.75,2014,Ki,=,1.6e-05,4.795880017344075,train
4mnx,1.85,2014,Ki,=,1.7729999999999998e-05,4.751291264399082,train
4cpx,1.85,2014,Ki,=,1.7e-08,7.769551078621726,train
4rj8,2.5,2014,Ki,=,1.7e-08,7.769551078621726,train
4w9o,1.27,2014,Ki,=,1.7e-08,7.769551078621726,train
4r5b,1.5,2014,Ki,=,1.85e-07,6.732828271596986,train
4cpq,2.35,2014,Ki,=,1.8000000000000002e-08,7.744727494896693,train
4jxs,1.9,2014,Ki,=,1.8e-05,4.7447274948966935,train
4cd5,1.1,2014,Ki,=,1.9400000000000002e-07,6.7121982700697735,train
4jxw,2.3,2014,Ki,=,1.9e-05,4.721246399047171,train
4c2v,1.49,2014,Ki,=,1e-09,9.0,train
4q1c,2.0,2014,Ki,=,2e-09,8.698970004336019,train
4wku,2.0,2014,Ki,=,2.1e-06,5.6777807052660805,train
4jls,2.2,2014,Ki,=,2.2e-06,5.657577319177793,train
4bf1,1.35,2014,Ki,=,2.4e-09,8.619788758288394,train
4os1,2.2,2014,Ki,=,2.5e-06,5.6020599913279625,train
4tw8,3.0,2014,Ki,=,2.611e-06,5.583193128177055,train
4cwn,1.8,2014,Ki,=,2.6e-06,5.585026652029182,train
4tpk,2.7,2014,Ki,=,2.71e-09,8.567030709125595,train
2yne,1.72,2014,Ki,=,2.7e-09,8.568636235841012,train
4pqa,1.78,2014,Ki,=,2.8e-06,5.552841968657781,train
4cpz,2.2,2014,Ki,=,2.085e-08,7.680893940690224,train
4cpt,1.7,2014,Ki,=,2e-08,7.698970004336019,train
4o09,1.96,2014,Ki,=,2e-08,7.698970004336019,train
4q93,2.1,2014,Ki,=,2.23e-05,4.651695136951839,train
4rj7,2.55,2014,Ki,=,2.2000000000000002e-08,7.657577319177793,train
4os5,2.26,2014,Ki,=,2.37e-05,4.6252516539898965,train
4os7,2.0,2014,Ki,=,2.4e-05,4.619788758288394,train
4cd4,1.2,2014,Ki,=,2.63e-07,6.580044251510242,train
4tw7,1.25,2014,Ki,=,2.6e-08,7.585026652029182,train
4ngr,1.9,2014,Ki,=,2.8100000000000003e-08,7.55129368009492,train
4ps3,2.9,2014,Ki,=,2e-09,8.698970004336019,train
4lv3,1.42,2014,Ki,=,3.2e-06,5.494850021680094,train
4o0v,2.8,2014,Ki,=,3.3e-09,8.481486060122112,train
4k1e,1.3,2014,Ki,=,3.59e-09,8.44490555142168,train
4nwd,2.6,2014,Ki,=,3.96e-06,5.402304814074488,train
4oc0,1.85,2014,Ki,=,3.18e-07,6.497572880015567,train
4jxv,1.76,2014,Ki,=,3.1e-05,4.508638306165727,train
4cwf,2.0,2014,Ki,=,3.2399999999999995e-05,4.489454989793388,train
2ynd,1.89,2014,Ki,=,3.2e-08,7.494850021680094,train
4cu8,2.5,2014,Ki,=,3.39e-05,4.4698003017969175,train
4cix,2.9,2014,Ki,=,3.4e-05,4.468521082957745,train
4owo,1.99,2014,Ki,=,3.4e-05,4.468521082957745,train
4kwo,1.32,2014,Ki,=,3.53e-07,6.452225294612178,train
4cpr,1.8,2014,Ki,=,3.5e-08,7.455931955649724,train
4o0r,2.4,2014,Ki,=,3.6000000000000005e-08,7.443697499232712,train
4nh9,2.77,2014,Ki,=,3.75e-07,6.425968732272281,train
4o05,1.79,2014,Ki,=,3.7e-08,7.431798275933005,train
4ou3,1.95,2014,Ki,=,3.87e-05,4.412289034981089,train
4p7s,2.87,2014,Ki,=,3.8e-08,7.42021640338319,train
4ps7,2.69,2014,Ki,=,3.900000000000001e-08,7.4089353929735005,train
4r92,1.71,2014,Ki,=,3.900000000000001e-08,7.4089353929735005,train
4nh8,1.65,2014,Ki,=,3e-09,8.522878745280337,train
4cnh,1.9,2014,Ki,=,4e-09,8.397940008672037,train
4v24,1.8,2014,Ki,=,4.3000000000000005e-09,8.366531544420413,train
4bf6,1.82,2014,Ki,=,4.5000000000000014e-09,8.346787486224656,train
4k76,1.75,2014,Ki,=,4.5e-06,5.346787486224656,train
4pee,1.95,2014,Ki,=,4.8e-09,8.318758762624412,train
4o07,1.86,2014,Ki,=,4.2000000000000006e-08,7.376750709602099,train
4pp9,2.58,2014,Ki,=,4.3e-08,7.366531544420414,train
4cpy,1.8,2014,Ki,=,4.913500000000001e-07,6.308609039611957,train
4nh7,2.0,2014,Ki,=,4e-09,8.397940008672037,train
4ual,1.71,2014,Ki,=,4e-09,8.397940008672037,train
4mhs,2.0,2014,Ki,=,5.139999999999999e-06,5.289036881004725,train
4oc3,1.79,2014,Ki,=,5.3e-09,8.275724130399212,train
4oc2,1.65,2014,Ki,=,5.3e-09,8.275724130399212,train
4cps,1.55,2014,Ki,=,5.4e-09,8.267606240177031,train
4u8w,1.3,2014,Ki,=,5.8e-12,11.236572006437065,train
4k75,1.5,2014,Ki,=,5.62e-05,4.250263684430939,train
4oak,2.0,2014,Ki,=,5.97e-05,4.224025668870631,train
4o0b,1.93,2014,Ki,=,5e-09,8.301029995663981,train
4cwo,2.31,2014,Ki,=,6.099999999999999e-06,5.214670164989233,train
4mc2,1.56,2014,Ki,=,6.400000000000001e-09,8.193820026016112,train
4q1e,1.85,2014,Ki,=,6.8000000000000005e-09,8.167491087293763,train
4o0y,2.2,2014,Ki,=,6.000000000000002e-08,7.221848749616356,train
4own,2.11,2014,Ki,=,6e-05,4.221848749616356,train
4o0x,2.48,2014,Ki,=,6.8e-08,7.167491087293763,train
4jof,1.2,2014,Ki,=,6.8e-05,4.167491087293763,train
4kiw,2.57,2014,Ki,=,7.499999999999999e-06,5.1249387366083,train
4pct,2.1,2014,Ki,=,7e-08,7.154901959985743,train
4prj,2.8,2014,Ki,=,7.200000000000001e-08,7.142667503568732,train
4q18,2.0,2014,Ki,=,7.350000000000001e-07,6.133712660915805,train
4mi3,2.15,2014,Ki,=,7.529e-05,4.123262702859336,train
4bzs,2.1,2014,Ki,=,7.500000000000001e-08,7.1249387366083,train
4caf,1.7,2014,Ki,=,7.500000000000001e-08,7.1249387366083,train
4mho,2.0,2014,Ki,=,8.249999999999999e-06,5.0835460514500745,train
4q19,2.09,2014,Ki,=,8.9e-09,8.050609993355087,train
4oc5,1.7,2014,Ki,=,8.500000000000002e-08,7.070581074285707,train
4qhp,1.6,2014,Ki,=,9.000000000000001e-09,8.045757490560675,train
4q1f,2.1,2014,Ki,=,9.2e-09,8.036212172654444,train
4p6x,2.5,2014,Ki,=,9.100000000000001e-08,7.040958607678906,train
4msn,2.3,2014,Ki,=,9.4e-05,4.026872146400302,train
4o4g,2.71,2014,Ki,=,9.000000000000001e-09,8.045757490560675,train
4uat,1.3,2014,Ki,=,1.3e-06,5.886056647693163,train
4uau,1.45,2014,Ki,=,1.3e-06,5.886056647693163,train
4nzb,2.68,2014,Ki,=,6.7e-05,4.173925197299174,train
4wx6,2.15,2015,IC50,=,1e-09,9.0,train
5alh,1.9,2015,IC50,=,8.6e-08,7.0655015487564325,train
5alr,2.6,2015,IC50,=,8.6e-08,7.0655015487564325,train
5ali,1.85,2015,IC50,=,8.6e-08,7.0655015487564325,train
5alp,2.06,2015,IC50,=,8.6e-08,7.0655015487564325,train
5akj,2.03,2015,IC50,=,1.37e-06,5.863279432843593,train
4wuy,1.63,2015,IC50,=,1.5000000000000002e-08,7.823908740944319,train
4wx4,1.03,2015,IC50,=,5.999999999999999e-10,9.221848749616356,train
5ew3,2.5,2015,IC50,=,1.1999999999999998e-09,8.920818753952375,train
5bvw,1.94,2015,IC50,=,1.5e-09,8.823908740944319,train
4uib,1.94,2015,IC50,=,1e-09,9.0,train
4unr,1.98,2015,IC50,=,2e-09,8.698970004336019,train
4zg7,1.75,2015,IC50,=,2e-09,8.698970004336019,train
3wv1,1.98,2015,IC50,=,3.9e-12,11.4089353929735,train
5ak2,2.19,2015,IC50,=,3.899999999999999e-09,8.4089353929735,train
4qmn,2.09,2015,IC50,=,3e-09,8.522878745280337,train
4yne,2.02,2015,IC50,=,3e-09,8.522878745280337,train
5bue,2.4,2015,IC50,=,3e-09,8.522878745280337,train
4qmy,1.88,2015,IC50,=,4e-09,8.397940008672037,train
5a3t,1.9,2015,IC50,=,4e-09,8.397940008672037,train
5cs2,1.65,2015,IC50,=,4e-09,8.397940008672037,train
4xv2,2.5,2015,IC50,=,5.4e-09,8.267606240177031,train
5am3,2.2,2015,IC50,=,5e-09,8.301029995663981,train
5bvo,1.98,2015,IC50,=,5e-09,8.301029995663981,train
4yl0,1.52,2015,IC50,=,6e-09,8.221848749616356,train
4ylj,2.58,2015,IC50,=,6e-09,8.221848749616356,train
5alz,2.3,2015,IC50,=,6e-09,8.221848749616356,train
5bve,2.0,2015,IC50,=,1e-11,11.0,train
5ajx,2.58,2015,IC50,=,1.1e-08,7.958607314841775,train
4xv3,2.8,2015,IC50,=,1.2e-08,7.920818753952375,train
4qmp,2.0,2015,IC50,=,1.4e-08,7.853871964321762,train
4x9v,1.43,2015,IC50,=,1.4e-08,7.853871964321762,train
4z1q,1.4,2015,IC50,=,1.5e-08,7.823908740944319,train
4wsy,2.3,2015,IC50,=,1.7e-08,7.769551078621726,train
4qmo,1.9,2015,IC50,=,1.9e-08,7.721246399047171,train
4pry,1.7,2015,IC50,=,2e-08,7.698970004336019,train
5ak0,2.03,2015,IC50,=,2.1e-08,7.67778070526608,train
5alu,1.87,2015,IC50,=,2.2e-08,7.657577319177793,train
5e1e,2.3,2015,IC50,=,2.2e-08,7.657577319177793,train
4qmv,2.4,2015,IC50,=,2.3e-08,7.638272163982407,train
5d9l,2.15,2015,IC50,=,2.4e-08,7.619788758288394,train
5d11,2.3,2015,IC50,=,2.8e-08,7.552841968657781,train
4d2s,2.5,2015,IC50,=,2e-08,7.698970004336019,train
4z2i,2.0,2015,IC50,=,3.6e-08,7.443697499232713,train
4qpa,2.85,2015,IC50,=,3.7e-08,7.431798275933005,train
5alg,2.4,2015,IC50,=,3e-08,7.522878745280337,train
5d12,3.0,2015,IC50,=,4.3e-08,7.366531544420414,train
4q4i,2.31,2015,IC50,=,4.7e-08,7.327902142064283,train
4rz1,2.6,2015,IC50,=,4e-08,7.397940008672037,train
4wx7,2.4,2015,IC50,=,4e-08,7.397940008672037,train
4zpg,2.0,2015,IC50,=,5.5e-08,7.259637310505756,train
4ybs,1.83,2015,IC50,=,5.7e-08,7.244125144327507,train
4zur,1.13,2015,IC50,=,6.8e-08,7.167491087293763,train
5aep,1.95,2015,IC50,=,6.8e-08,7.167491087293763,train
4y6p,1.9,2015,IC50,=,6.900000000000002e-08,7.161150909262744,train
4nxo,2.73,2015,IC50,=,6e-08,7.221848749616356,train
4qr5,1.41,2015,IC50,=,6e-08,7.221848749616356,train
5aen,1.86,2015,IC50,=,6e-08,7.221848749616356,train
5aph,1.54,2015,IC50,=,6e-08,7.221848749616356,train
4qp9,2.0,2015,IC50,=,7.1e-08,7.1487416512809245,train
4yps,2.1,2015,IC50,=,7.5e-08,7.1249387366083,train
4y6m,2.27,2015,IC50,=,7e-08,7.154901959985743,train
5axq,1.77,2015,IC50,=,8.000000000000001e-11,10.096910013008056,train
4qmw,1.6,2015,IC50,=,8.6e-08,7.0655015487564325,train
5ak5,2.22,2015,IC50,=,8.6e-08,7.0655015487564325,train
5bui,2.12,2015,IC50,=,8.9e-08,7.050609993355088,train
4wq3,1.79,2015,IC50,=,1e-07,7.0,train
